timestamp,avg_min_cpu,avg_max_cpu,avg_avg_cpu
1752369357,11.12,37.53,23.25
1752369957,8.29,26.66,20.67
1752370557,9.76,28.8,22.19
1752371157,7.06,29.7,21.33
1752371757,11.91,37.46,22.64
1752372357,14.23,34.74,21.59
1752372958,8.72,36.0,21.79
1752373558,7.01,34.44,21.4
1752374158,12.71,37.97,20.42
1752374758,13.11,31.26,21.49
1752375358,9.54,32.3,23.85
1752375958,14.49,42.9,28.24
1752376558,12.99,40.45,25.26
1752377159,13.06,33.95,25.33
1752377759,14.32,44.57,28.55
1752378359,11.3,31.74,25.3
1752378959,24.77,37.68,29.85
1752379559,11.78,38.56,25.41
1752380159,12.84,43.0,27.52
1752380759,15.24,43.26,27.62
1752381360,23.51,35.65,30.04
1752381960,20.89,45.69,31.11
1752382560,22.89,37.91,30.57
1752383160,23.2,40.51,29.23
1752383760,15.9,43.09,28.6
1752384360,22.31,48.25,31.1
1752384960,22.6,38.24,32.89
1752385560,18.15,50.43,31.18
1752386161,27.35,48.62,36.23
1752386761,22.8,39.96,34.12
1752387361,23.7,50.89,34.62
1752387961,20.79,47.2,33.74
1752388561,24.23,50.29,37.21
1752389161,20.42,53.46,34.94
1752389761,23.52,47.6,37.24
1752390362,31.84,49.87,37.2
1752390962,28.43,55.56,40.4
1752391562,29.55,47.07,36.39
1752392162,30.91,51.55,36.87
1752392762,34.37,53.71,43.54
1752393362,33.02,51.83,38.52
1752393962,23.32,46.83,35.97
1752394563,26.19,53.6,38.04
1752395163,33.0,57.55,41.55
1752395763,33.95,52.79,42.38
1752396363,36.91,64.58,46.49
1752396963,31.87,63.12,43.24
1752397563,29.2,57.5,40.64
1752398163,36.22,61.5,42.76
1752398764,28.89,57.18,42.69
1752399364,31.99,54.49,44.79
1752399964,37.83,51.39,45.86
1752400564,35.25,62.35,44.33
1752401164,34.16,50.88,43.05
1752401764,31.8,55.76,43.14
1752402364,32.22,64.42,46.25
1752402965,35.63,64.09,47.08
1752403565,32.98,50.51,43.15
1752404165,39.7,63.54,46.41
1752404765,29.98,52.73,44.3
1752405365,38.72,54.82,45.22
1752405965,39.8,59.21,46.46
1752406565,37.0,57.93,48.2
1752407165,31.91,63.45,46.07
1752407766,43.89,56.94,49.08
1752408366,42.05,59.85,49.14
1752408966,32.71,52.54,43.48
1752409566,39.75,62.92,49.59
1752410166,29.77,53.8,44.76
1752410766,32.91,54.87,47.37
1752411366,31.65,55.09,43.52
1752411967,40.19,54.95,49.95
1752412567,32.02,51.72,46.1
1752413167,35.24,51.36,40.66
1752413767,35.01,54.01,47.18
1752414367,35.0,49.57,42.82
1752414967,35.98,61.71,45.12
1752415567,29.59,52.98,43.96
1752416168,40.92,58.39,46.84
1752416768,33.57,62.97,44.01
1752417368,24.78,54.28,39.75
1752417968,29.68,51.82,41.4
1752418568,38.95,63.29,44.68
1752419168,36.09,52.66,42.95
1752419768,30.96,47.35,41.76
1752420369,39.48,60.1,45.8
1752420969,28.22,54.52,38.27
1752421569,24.37,43.14,35.57
1752422169,32.1,62.29,43.04
1752422769,25.9,44.5,39.04
1752423369,25.22,45.35,39.38
1752423969,27.07,50.71,39.32
1752424570,29.78,50.0,36.52
1752425170,25.76,48.56,36.66
1752425770,22.28,46.1,35.0
1752426370,26.32,49.81,36.41
1752426970,25.48,43.05,35.61
1752427570,21.97,51.33,33.59
1752428170,20.15,35.86,30.62
1752428771,22.65,51.23,34.92
1752429371,20.13,46.42,31.77
1752429971,28.61,42.28,34.62
1752430571,20.21,40.7,34.99
1752431171,26.22,48.65,31.28
1752431771,22.43,35.02,28.56
1752432371,11.83,34.31,26.75
1752432971,22.48,50.01,33.22
1752433572,19.15,43.94,32.02
1752434172,18.05,47.97,30.08
1752434772,20.72,41.93,30.02
1752435372,19.57,39.84,27.8
1752435972,14.38,45.25,27.14
1752436572,15.82,41.35,27.53
1752437172,14.12,34.62,27.24
1752437773,22.87,36.19,29.7
1752438373,21.18,33.84,27.39
1752438973,9.72,35.53,23.96
1752439573,19.57,32.92,26.88
1752440173,17.43,35.96,23.72
1752440773,15.92,44.18,26.52
1752441373,10.09,35.33,23.62
1752441974,20.55,34.28,26.06
1752442574,13.06,40.25,22.67
1752443174,14.16,39.35,24.9
1752443774,13.27,43.64,24.82
1752444374,14.24,36.52,25.19
1752444974,13.9,38.16,24.27
1752445574,9.38,34.05,19.17
1752446175,15.78,31.81,24.03
1752446775,5.46,29.44,19.82
1752447375,10.8,32.9,21.69
1752447975,9.79,30.18,18.83
1752448575,17.92,30.57,22.95
1752449175,7.16,30.6,18.41
1752449775,8.04,26.05,20.31
1752450376,8.06,25.99,18.61
1752450976,11.45,28.57,21.01
1752451576,14.49,30.15,21.47
1752452176,16.99,31.82,22.36
1752452776,8.59,29.99,21.8
1752453376,7.83,32.91,22.15
1752453976,6.99,30.82,19.19
1752454576,15.28,40.98,23.48
1752455177,9.34,40.32,21.42
1752455777,11.1,39.41,20.72
1752456377,8.99,27.93,22.91
1752456977,16.05,30.99,23.46
1752457577,13.71,38.26,21.78
1752458177,12.69,34.31,24.95
1752458777,5.75,30.9,19.67
1752459378,6.93,40.84,21.8
1752459978,19.8,35.16,25.72
1752460578,17.81,32.58,27.37
1752461178,11.56,40.11,22.87
1752461778,18.65,44.72,26.82
1752462378,11.68,30.14,24.74
1752462978,13.21,40.63,24.67
1752463579,16.41,36.68,26.3
1752464179,16.9,37.58,27.27
1752464779,13.5,41.71,27.95
1752465379,13.87,34.01,27.19
1752465979,20.3,45.89,29.75
1752466579,13.75,43.56,27.95
1752467179,17.19,32.27,26.48
1752467780,18.94,36.18,30.32
1752468380,26.91,41.45,32.25
1752468980,18.24,47.06,28.84
1752469580,18.2,45.36,31.13
1752470180,21.94,45.68,32.4
1752470780,23.6,42.24,30.22
1752471380,23.25,47.37,37.04
1752471981,28.15,52.07,34.02
1752472581,24.9,37.58,30.82
1752473181,26.14,43.26,36.88
1752473781,23.96,50.41,35.14
1752474381,20.72,43.72,30.69
1752474981,22.21,52.24,34.61
1752475581,31.11,44.49,37.82
1752476181,26.18,45.28,32.37
1752476782,31.86,53.03,41.04
1752477382,22.86,45.27,34.78
1752477982,28.23,56.32,38.13
1752478582,31.33,48.57,38.54
1752479182,23.57,50.95,38.04
1752479782,34.19,60.27,40.58
1752480382,30.95,56.72,41.51
1752480983,26.3,44.82,39.17
1752481583,35.77,48.48,41.86
1752482183,28.2,48.6,39.58
1752482783,31.14,49.23,38.87
1752483383,31.78,60.62,46.26
1752483983,34.21,51.93,40.84
1752484583,33.02,49.64,41.43
1752485184,39.37,65.75,46.83
1752485784,28.96,47.58,39.69
1752486384,30.75,61.93,43.25
1752486984,34.17,57.26,42.28
1752487584,33.01,51.03,43.95
1752488184,34.53,59.77,40.83
1752488784,31.51,58.14,45.06
1752489385,35.39,61.54,44.79
1752489985,41.71,67.58,47.86
1752490585,37.37,61.41,45.26
1752491185,34.15,56.69,48.65
1752491785,35.06,62.9,48.32
1752492385,40.05,53.74,46.05
1752492985,33.99,65.68,47.93
1752493586,35.8,56.27,47.08
1752494186,36.93,61.49,49.29
1752494786,38.21,62.03,47.39
1752495386,35.91,55.75,41.98
1752495986,38.16,57.21,46.9
1752496586,36.73,51.76,42.99
1752497186,32.27,61.66,44.2
1752497786,40.43,55.46,46.68
1752498387,36.65,51.79,43.23
1752498987,34.29,55.84,44.93
1752499587,41.67,66.7,46.78
1752500187,29.91,55.31,44.37
1752500787,35.98,51.85,45.95
1752501387,36.14,56.43,42.45
1752501987,36.34,56.17,42.74
1752502588,31.88,53.35,43.41
1752503188,36.65,49.25,43.29
1752503788,33.23,55.32,44.83
1752504388,38.23,61.1,44.66
1752504988,27.45,48.54,39.88
1752505588,25.95,55.89,40.87
1752506188,31.87,55.59,42.03
1752506789,31.72,50.84,42.89
1752507389,24.76,43.21,38.05
1752507989,30.28,53.77,38.84
1752508589,29.69,57.21,39.41
1752509189,24.21,49.69,37.58
1752509789,29.11,51.15,37.96
1752510389,29.02,43.81,36.16
1752510990,32.1,57.14,38.98
1752511590,26.55,52.25,34.05
1752512190,32.73,49.88,40.53
1752512790,25.95,56.2,39.68
1752513390,27.15,43.03,34.84
1752513990,22.99,45.77,33.92
1752514590,30.1,48.98,36.52
1752515191,30.25,42.58,36.93
1752515791,22.94,47.28,32.68
1752516391,24.58,52.23,36.58
1752516991,27.74,42.55,34.38
1752517591,21.5,47.85,31.13
1752518191,21.82,47.65,35.63
1752518791,16.13,49.01,30.47
1752519391,14.15,38.13,28.11
1752519992,17.89,40.91,30.11
1752520592,17.9,41.86,29.3
1752521192,21.47,37.12,26.55
1752521792,19.97,41.81,28.93
1752522392,20.4,44.63,28.73
1752522992,15.87,36.9,28.81
1752523592,16.66,38.47,26.65
1752524193,20.02,34.81,28.69
1752524793,15.29,38.48,25.12
1752525393,13.7,32.74,23.79
1752525993,12.94,32.11,22.32
1752526593,15.92,36.75,24.51
1752527193,12.07,33.69,22.41
1752527793,12.69,31.17,22.26
1752528394,15.21,41.47,26.88
1752528994,18.27,39.13,24.45
1752529594,7.58,31.0,20.42
1752530194,13.27,35.34,27.31
1752530794,18.27,32.16,25.63
1752531394,9.19,37.31,23.37
1752531994,9.19,35.01,20.73
1752532595,8.08,32.93,22.95
1752533195,9.93,29.32,23.31
1752533795,6.89,34.42,19.53
1752534395,9.65,28.52,22.2
1752534995,7.89,30.57,19.31
1752535595,15.79,30.23,22.53
1752536195,8.67,31.94,18.81
1752536796,17.94,43.16,25.0
1752537396,12.91,41.56,23.08
1752537996,17.16,42.29,25.42
1752538596,12.02,42.33,24.59
1752539196,18.6,45.88,26.01
1752539796,17.36,42.72,27.78
1752540396,7.74,35.56,19.63
1752540996,16.21,42.26,24.34
1752541597,14.44,29.85,24.13
1752542197,13.5,37.25,24.71
1752542797,13.47,29.56,24.41
1752543397,14.34,33.42,26.68
1752543997,18.12,44.38,26.5
1752544597,10.45,39.73,25.11
1752545197,19.59,33.86,26.35
1752545798,11.41,44.23,25.97
1752546398,17.16,44.83,28.59
1752546998,13.32,47.44,28.27
1752547598,20.01,40.19,30.33
1752548198,18.68,30.63,25.25
1752548798,12.59,41.03,26.41
1752549398,19.28,44.57,27.01
1752549999,22.09,35.46,28.19
1752550599,18.07,43.66,27.76
1752551199,19.21,40.88,29.32
1752551799,23.81,49.45,29.82
1752552399,17.32,39.03,27.64
1752552999,15.06,33.97,27.96
1752553599,25.79,47.18,33.1
1752554200,23.09,41.33,31.56
1752554800,25.96,39.94,33.76
1752555400,28.9,49.44,35.87
1752556000,23.8,48.43,31.91
1752556600,27.75,42.03,33.85
1752557200,24.46,49.05,37.1
1752557800,25.4,55.76,36.75
1752558401,25.87,49.43,34.08
1752559001,26.39,54.83,39.32
1752559601,25.02,46.68,34.77
1752560201,26.64,47.64,40.56
1752560801,27.06,52.77,37.56
1752561401,31.6,46.53,39.81
1752562001,26.25,53.72,37.33
1752562601,24.32,52.69,36.52
1752563202,28.06,56.24,40.75
1752563802,21.5,50.24,36.41
1752564402,34.3,59.46,43.28
1752565002,37.94,64.11,44.35
1752565602,32.02,57.13,41.71
1752566202,35.58,55.37,43.14
1752566802,38.58,52.47,43.93
1752567403,32.68,54.65,40.85
1752568003,36.66,61.75,43.47
1752568603,38.66,58.8,44.34
1752569203,36.83,54.6,46.65
1752569803,33.57,52.3,45.5
1752570403,37.28,67.66,50.21
1752571003,42.68,61.77,47.99
1752571604,38.05,57.52,43.25
1752572204,39.9,64.1,48.74
1752572804,39.68,63.87,46.67
1752573404,38.06,52.13,45.79
1752574004,37.62,57.76,45.18
1752574604,37.02,57.39,45.25
1752575204,34.73,58.38,46.73
1752575805,44.86,64.8,50.51
1752576405,41.35,67.14,48.95
1752577005,37.57,50.99,44.45
1752577605,41.3,57.67,49.83
1752578205,39.63,68.34,49.6
1752578805,44.16,68.92,50.74
1752579405,43.16,66.02,53.0
1752580006,37.8,56.52,49.47
1752580606,38.46,56.89,50.76
1752581206,37.37,70.17,52.36
1752581806,40.19,69.95,54.75
1752582406,36.32,62.33,49.33
1752583006,39.85,64.39,48.43
1752583606,36.41,60.08,49.35
1752584206,45.89,71.27,51.7
1752584807,42.72,72.49,54.69
1752585407,43.06,67.19,49.54
1752586007,39.16,63.9,50.84
1752586607,39.56,58.74,45.87
1752587207,40.53,54.39,48.52
1752587807,37.9,56.61,49.66
1752588407,39.66,66.92,47.42
1752589008,31.29,52.95,45.62
1752589608,36.13,59.85,48.08
1752590208,40.42,66.2,48.0
1752590808,37.33,62.15,44.36
1752591408,32.48,54.34,47.41
1752592008,37.51,58.3,45.89
1752592608,30.06,61.03,44.67
1752593209,39.25,57.65,46.03
1752593809,34.76,49.66,42.38
1752594409,37.84,52.79,43.51
1752595009,30.33,58.83,43.31
1752595609,36.96,47.46,42.09
1752596209,29.81,49.81,43.13
1752596809,37.71,56.97,42.83
1752597410,25.42,44.57,38.09
1752598010,27.51,48.95,40.5
1752598610,27.03,47.01,39.59
1752599210,28.62,44.47,37.12
1752599810,32.01,51.48,42.77
1752600410,23.42,45.34,37.0
1752601010,36.99,55.84,43.04
1752601611,27.21,54.65,36.43
1752602211,26.38,44.91,34.71
1752602811,32.18,50.36,40.06
1752603411,31.43,43.42,38.23
1752604011,31.1,54.01,36.2
1752604611,24.43,48.4,33.82
1752605211,25.56,40.63,31.38
1752605811,28.22,46.31,35.39
1752606412,26.9,41.58,34.77
1752607012,20.99,48.8,30.57
1752607612,23.89,45.37,30.89
1752608212,25.02,41.02,30.53
1752608812,22.24,45.3,33.72
1752609412,27.8,40.24,34.23
1752610012,26.13,50.03,32.15
1752610613,24.81,46.83,30.1
1752611213,22.75,35.45,28.34
1752611813,22.84,44.4,30.88
1752612413,14.29,39.04,28.87
1752613013,16.61,39.87,28.16
1752613613,15.93,35.53,26.82
1752614213,19.69,31.81,26.48
1752614814,19.73,40.4,27.55
1752615414,18.49,39.49,26.18
1752616014,14.54,36.48,23.76
1752616614,16.77,36.63,27.28
1752617214,13.99,30.46,25.18
1752617814,12.81,30.14,23.97
1752618414,17.01,43.71,25.46
1752619015,10.47,30.43,24.25
1752619615,13.7,33.2,24.68
1752620215,10.58,35.37,22.23
1752620815,15.59,34.62,23.1
1752621415,15.58,34.8,28.01
1752622015,14.66,36.47,24.73
1752622615,11.11,43.76,25.19
1752623216,12.06,34.21,26.24
1752623816,13.23,37.97,24.14
1752624416,21.83,41.25,32.45
1752625016,23.5,45.28,29.14
1752625616,15.11,35.5,29.46
1752626216,15.95,43.97,29.19
1752626816,26.01,49.84,31.26
1752627416,23.67,46.08,29.76
1752628017,23.75,52.02,32.18
1752628617,24.67,49.57,31.87
1752629217,27.41,52.66,34.49
1752629817,18.96,37.31,29.65
1752630417,19.95,46.72,31.61
1752631017,16.12,39.59,29.17
1752631617,15.24,38.71,29.54
1752632218,24.6,48.95,32.47
1752632818,24.69,49.56,33.88
1752633418,24.55,49.27,34.14
1752634018,27.27,51.84,33.36
1752634618,23.93,52.22,35.51
1752635218,23.66,43.52,34.4
1752635818,22.49,43.74,34.73
1752636419,20.87,50.6,33.64
1752637019,29.09,48.05,38.41
1752637619,25.59,52.81,36.72
1752638219,24.21,53.4,35.76
1752638819,26.77,51.36,39.6
1752639419,29.51,47.23,35.25
1752640019,31.94,48.93,37.88
1752640620,27.51,48.11,38.5
1752641220,25.49,45.64,36.49
1752641820,30.11,46.58,40.54
1752642420,35.84,61.72,42.25
1752643020,28.58,53.43,40.54
1752643620,36.16,51.44,41.18
1752644220,36.06,58.75,42.18
1752644821,29.64,49.66,39.99
1752645421,34.96,52.07,46.44
1752646021,30.25,57.97,44.78
1752646621,36.16,59.8,43.36
1752647221,29.24,53.65,42.57
1752647821,30.11,56.09,43.86
1752648421,38.47,53.42,44.84
1752649021,39.32,58.28,49.4
1752649622,33.95,60.98,45.69
1752650222,42.69,57.88,49.07
1752650822,36.32,57.17,42.75
1752651422,42.76,55.88,50.04
1752652022,44.2,59.35,49.87
1752652622,38.36,68.3,50.18
1752653222,38.98,57.57,49.19
1752653823,43.29,62.36,49.6
1752654423,42.77,57.65,49.56
1752655023,39.14,58.35,51.94
1752655623,46.49,68.42,54.28
1752656223,42.19,60.59,52.0
1752656823,46.52,63.34,55.86
1752657423,45.18,68.91,52.19
1752658024,45.8,69.69,53.9
1752658624,43.98,66.68,52.02
1752659224,45.53,59.61,52.85
1752659824,44.33,64.56,54.97
1752660424,44.83,71.8,54.78
1752661024,42.03,63.07,55.26
1752661624,46.26,72.75,56.72
1752662225,41.36,65.78,52.29
1752662825,42.26,70.99,52.56
1752663425,39.64,66.36,53.03
1752664025,50.26,77.78,58.61
1752664625,44.07,68.04,55.47
1752665225,50.78,72.69,58.38
1752665825,49.62,72.19,56.88
1752666426,46.14,67.93,56.55
1752667026,49.87,71.5,57.79
1752667626,43.27,75.51,55.56
1752668226,50.83,67.24,59.44
1752668826,43.22,70.73,53.6
1752669426,47.32,65.03,56.38
1752670026,42.38,62.26,56.61
1752670626,50.73,77.71,59.1
1752671227,43.7,74.34,56.48
1752671827,47.36,64.67,55.34
1752672427,43.21,73.6,55.34
1752673027,41.25,66.24,53.46
1752673627,46.04,70.87,54.71
1752674227,41.56,63.5,52.83
1752674827,43.05,64.32,53.25
1752675428,38.87,60.84,52.26
1752676028,45.93,73.04,56.46
1752676628,49.05,64.86,57.7
1752677228,40.32,64.95,54.62
1752677828,37.16,69.78,50.48
1752678428,44.11,65.38,50.6
1752679028,43.54,69.75,51.3
1752679629,45.52,64.63,50.75
1752680229,38.05,65.98,53.03
1752680829,35.01,55.83,49.96
1752681429,43.19,58.88,48.69
1752682029,37.44,58.96,45.13
1752682629,41.43,66.4,47.26
1752683229,40.19,61.02,45.71
1752683830,38.7,55.88,48.25
1752684430,40.24,64.99,48.65
1752685030,36.1,54.31,45.22
1752685630,32.12,54.04,44.56
1752686230,35.11,55.83,49.98
1752686830,37.53,65.79,49.38
1752687430,40.92,54.6,46.76
1752688031,31.66,53.82,43.24
1752688631,33.28,60.43,43.13
1752689231,37.71,64.04,45.01
1752689831,31.95,50.87,42.19
1752690431,30.3,47.43,42.31
1752691031,25.57,43.37,36.83
1752691631,27.3,53.97,39.22
1752692231,33.83,45.37,39.0
1752692832,37.73,54.95,44.73
1752693432,25.86,46.02,35.43
1752694032,38.07,62.21,44.3
1752694632,33.86,55.22,38.93
1752695232,20.76,51.33,34.9
1752695832,31.67,56.16,37.48
1752696432,31.65,47.96,37.14
1752697033,28.53,43.34,35.56
1752697633,26.85,52.08,35.27
1752698233,31.85,56.26,37.57
1752698833,21.01,52.1,34.08
1752699433,24.94,48.19,36.17
1752700033,22.22,42.13,33.47
1752700633,20.11,39.27,32.27
1752701234,21.23,47.59,31.29
1752701834,21.13,38.91,31.44
1752702434,25.22,38.39,32.64
1752703034,28.98,45.7,36.65
1752703634,14.55,36.49,26.31
1752704234,21.0,38.5,29.28
1752704834,20.17,50.12,31.39
1752705435,21.34,38.7,30.9
1752706035,19.78,41.57,28.44
1752706635,27.01,51.25,32.6
1752707235,27.03,48.1,34.42
1752707835,24.06,44.45,29.76
1752708435,13.3,35.24,25.38
1752709035,21.93,40.74,26.95
1752709636,22.39,50.45,30.6
1752710236,24.28,51.85,33.28
1752710836,30.83,46.37,38.26
1752711436,27.38,47.03,33.27
1752712036,29.4,42.46,35.11
1752712636,23.11,54.81,35.0
1752713236,20.98,44.2,32.63
1752713836,21.6,53.13,36.11
1752714437,21.2,45.63,32.77
1752715037,21.21,46.28,34.3
1752715637,18.68,51.98,32.71
1752716237,28.63,56.16,40.33
1752716837,25.58,43.45,36.54
1752717437,22.53,50.67,35.54
1752718037,28.21,45.06,36.03
1752718638,22.59,46.29,35.76
1752719238,25.61,55.23,36.41
1752719838,30.97,49.52,36.37
1752720438,23.95,50.42,37.39
1752721038,30.06,44.27,35.87
1752721638,31.11,45.68,39.61
1752722238,24.29,44.25,36.43
1752722839,24.92,51.58,37.1
1752723439,33.96,56.99,41.53
1752724039,34.36,50.55,43.21
1752724639,28.32,46.7,37.83
1752725239,36.31,55.48,42.9
1752725839,29.76,59.81,43.21
1752726439,26.89,59.97,40.68
1752727040,28.15,52.27,41.39
1752727640,37.02,51.92,45.9
1752728240,32.57,57.26,40.56
1752728840,31.96,50.03,43.86
1752729440,31.3,54.52,46.01
1752730040,32.9,64.82,45.04
1752730640,36.08,52.47,43.26
1752731241,36.07,56.01,45.72
1752731841,35.01,53.41,44.09
1752732441,34.85,63.88,46.44
1752733041,34.82,66.78,48.24
1752733641,34.39,59.04,45.62
1752734241,34.53,61.46,46.66
1752734841,38.77,61.41,45.46
1752735441,35.6,65.4,48.45
1752736042,38.04,70.24,51.69
1752736642,42.98,57.75,51.94
1752737242,45.31,60.3,50.46
1752737842,39.64,58.51,51.44
1752738442,39.96,58.13,52.35
1752739042,49.25,73.61,56.65
1752739642,49.95,66.46,56.89
1752740243,46.65,71.52,53.61
1752740843,47.78,64.19,53.16
1752741443,43.16,62.1,53.72
1752742043,41.71,62.07,54.58
1752742643,44.35,66.57,57.48
1752743243,39.76,74.4,54.41
1752743843,53.56,76.76,60.15
1752744444,43.27,67.22,54.62
1752745044,45.99,67.75,60.72
1752745644,45.36,61.27,54.79
1752746244,47.89,63.99,58.03
1752746844,49.94,69.21,55.85
1752747444,44.57,73.3,58.7
1752748044,54.42,71.9,60.26
1752748645,54.68,75.71,61.35
1752749245,51.76,67.74,61.18
1752749845,46.85,67.55,58.13
1752750445,45.16,65.43,55.88
1752751045,50.57,75.28,61.1
1752751645,47.53,65.44,59.86
1752752245,49.35,64.44,57.27
1752752846,44.27,69.82,57.84
1752753446,46.71,61.27,56.17
1752754046,46.92,67.71,60.34
1752754646,49.18,66.56,58.2
1752755246,49.18,74.12,57.12
1752755846,52.9,77.42,59.15
1752756446,49.52,74.02,58.58
1752757046,44.6,74.62,57.08
1752757647,45.65,71.05,57.01
1752758247,51.59,73.68,58.98
1752758847,48.27,64.59,58.41
1752759447,53.06,64.51,58.85
1752760047,53.73,67.37,59.42
1752760647,47.78,76.22,57.89
1752761247,51.08,65.93,60.45
1752761848,49.28,75.06,57.6
1752762448,39.0,69.77,53.92
1752763048,47.78,63.16,52.81
1752763648,48.06,64.16,57.95
1752764248,41.82,71.28,51.67
1752764848,49.36,64.42,54.44
1752765448,50.71,71.2,56.12
1752766049,43.55,73.78,54.5
1752766649,42.91,72.85,54.45
1752767249,38.76,68.93,53.75
1752767849,46.14,71.73,52.77
1752768449,39.58,60.81,46.85
1752769049,41.42,57.35,52.31
1752769649,44.91,59.12,50.73
1752770250,40.03,57.18,52.04
1752770850,39.04,65.28,49.75
1752771450,41.76,63.5,48.25
1752772050,45.7,65.02,50.93
1752772650,46.36,57.59,51.36
1752773250,42.38,65.12,51.37
1752773850,38.94,58.12,49.5
1752774451,35.3,63.71,44.73
1752775051,30.11,63.12,44.82
1752775651,31.37,63.07,45.17
1752776251,40.64,58.0,46.81
1752776851,35.21,59.9,46.06
1752777451,39.54,59.13,46.07
1752778051,34.96,67.37,48.57
1752778651,36.12,53.65,44.17
1752779252,31.61,62.06,44.83
1752779852,31.95,47.89,41.61
1752780452,33.41,51.32,40.65
1752781052,26.28,49.74,38.26
1752781652,26.42,42.6,36.7
1752782252,34.39,48.92,42.31
1752782852,32.63,45.81,40.6
1752783453,30.49,61.15,41.3
1752784053,24.32,42.97,37.43
1752784653,29.03,49.19,40.73
1752785253,29.94,48.59,38.26
1752785853,24.12,44.75,35.33
1752786453,27.08,47.02,37.54
1752787053,21.18,49.44,36.05
1752787654,19.49,53.65,33.92
1752788254,27.34,55.27,36.93
1752788854,25.59,44.43,36.18
1752789454,26.34,44.79,34.34
1752790054,29.64,44.69,36.87
1752790654,23.4,40.86,33.97
1752791254,27.44,44.18,38.25
1752791855,27.74,47.62,36.54
1752792455,30.22,48.94,38.4
1752793055,24.13,40.45,33.76
1752793655,31.74,49.87,37.45
1752794255,19.32,53.28,33.79
1752794855,23.27,37.41,29.37
1752795455,25.03,44.45,33.25
1752796056,23.14,41.8,35.91
1752796656,28.46,46.8,35.29
1752797256,15.8,36.97,29.94
1752797856,25.15,44.83,30.79
1752798456,23.24,45.09,30.37
1752799056,23.35,46.91,34.28
1752799656,19.55,52.39,33.89
1752800256,23.01,40.97,28.53
1752800857,15.19,45.96,29.02
1752801457,18.77,36.87,29.54
1752802057,24.26,36.75,31.42
1752802657,23.12,45.28,31.88
1752803257,22.63,46.08,31.41
1752803857,28.98,40.24,34.37
1752804457,28.44,39.73,34.14
1752805058,23.19,48.6,32.96
1752805658,22.33,44.07,30.11
1752806258,23.77,52.38,33.55
1752806858,23.55,51.73,33.05
1752807458,23.05,45.13,32.4
1752808058,19.91,38.67,32.85
1752808658,22.2,46.33,34.43
1752809259,25.31,52.88,33.7
1752809859,26.32,43.89,34.09
1752810459,33.71,50.87,41.03
1752811059,29.37,44.83,36.11
1752811659,24.58,54.71,38.17
1752812259,26.23,58.33,40.3
1752812859,29.86,46.74,39.77
1752813460,23.99,42.66,37.64
1752814060,32.85,57.16,41.76
1752814660,32.21,51.07,38.92
1752815260,28.33,54.97,42.43
1752815860,27.98,47.5,41.86
1752816460,28.37,49.14,42.82
1752817060,41.25,53.36,46.41
1752817661,30.83,60.76,43.31
1752818261,25.59,48.25,40.27
1752818861,25.9,51.87,40.9
1752819461,33.85,55.2,40.11
1752820061,38.99,61.14,45.46
1752820661,36.67,50.2,43.38
1752821261,32.73,60.37,45.72
1752821861,38.54,56.01,45.76
1752822462,34.89,55.93,46.65
1752823062,37.11,64.47,46.45
1752823662,39.56,54.88,49.04
1752824262,38.56,59.09,48.96
1752824862,34.55,60.5,45.51
1752825462,42.45,62.17,49.83
1752826062,43.13,58.42,51.67
1752826663,41.65,70.58,53.68
1752827263,36.76,65.59,48.63
1752827863,43.29,59.38,54.09
1752828463,46.11,69.41,53.96
1752829063,41.61,64.55,53.04
1752829663,41.61,71.3,52.54
1752830263,50.71,64.06,56.09
1752830864,43.17,60.87,51.3
1752831464,48.55,60.34,54.96
1752832064,40.33,70.16,51.74
1752832664,38.01,66.3,51.87
1752833264,35.22,68.29,49.63
1752833864,39.75,57.35,51.03
1752834464,40.16,63.18,54.84
1752835065,38.81,58.5,52.8
1752835665,44.67,72.23,54.06
1752836265,51.7,65.91,57.01
1752836865,44.13,68.71,54.66
1752837465,47.14,73.83,55.75
1752838065,44.59,65.33,52.72
1752838665,48.73,65.23,58.84
1752839266,49.28,62.84,54.6
1752839866,50.22,62.72,55.52
1752840466,53.84,66.41,60.31
1752841066,42.39,64.27,51.0
1752841666,48.13,72.63,54.48
1752842266,42.2,63.01,56.53
1752842866,40.93,65.02,55.24
1752843466,38.1,57.9,51.93
1752844067,44.83,73.07,54.29
1752844667,49.52,74.06,55.06
1752845267,46.73,70.28,54.52
1752845867,47.28,68.7,55.54
1752846467,42.21,58.09,52.86
1752847067,43.37,63.94,55.44
1752847667,38.63,64.79,50.36
1752848268,47.0,62.31,54.55
1752848868,47.32,70.45,52.92
1752849468,47.73,71.78,55.95
1752850068,45.39,60.4,51.71
1752850668,39.95,72.54,54.31
1752851268,43.69,59.56,51.21
1752851868,39.21,71.71,53.06
1752852469,41.16,63.68,51.27
1752853069,39.55,63.51,48.21
1752853669,47.11,69.57,52.82
1752854269,41.86,67.01,52.81
1752854869,42.31,65.57,51.49
1752855469,34.48,65.41,46.39
1752856069,32.66,65.28,45.59
1752856670,39.79,59.0,49.11
1752857270,37.53,60.98,48.5
1752857870,40.83,62.03,46.14
1752858470,35.98,60.4,45.0
1752859070,35.5,60.76,45.75
1752859670,34.52,62.85,44.37
1752860270,37.84,64.88,45.15
1752860871,38.15,63.97,45.14
1752861471,32.29,54.68,44.79
